SITE_ID,VISIT_NO,SITE_TYPE,LAKE_SAMP,SAMPLED_CORE,DATECORE,INDXSAMP_CORE,SAMPLE_CATEGORY,SAMPLE_ID,SAMPLE_TYPE,SAMPLE_CLASS,CORE_LENGTH,INTERVAL_FROM,INTERVAL_TO,FLAG_FLD_CORE,COMMENT_FLD_CORE,DATATYPE,VISIT_ID
NLA06608-0958,1,PROB_Lake,Target_Sampled,YES (Both),8/15/2007,YES,P,507887,SEDT,TOP,32,0,1,,,CORE,8082
NLA06608-0958,1,PROB_Lake,Target_Sampled,YES (Both),8/15/2007,YES,P,507888,SEDB,BOT,32,29,30,,,CORE,8082
NLA06608-0961,1,PROB_Lake,Target_Sampled,YES (Both),7/25/2007,YES,P,510917,SEDT,TOP,41,0,1,,,CORE,8083
NLA06608-0961,1,PROB_Lake,Target_Sampled,YES (Both),7/25/2007,YES,P,510918,SEDB,BOT,41,38,39,,,CORE,8083
NLA06608-0962,1,PROB_Lake,Target_Sampled,YES (Top only),7/17/2007,YES,P,510367,SEDT,TOP,19.3,0,1,,,CORE,8084
NLA06608-0967,1,PROB_Lake,Target_Sampled,YES (Top only),7/30/2007,YES,P,513277,SEDT,TOP,38.1,0,1,,,CORE,8085
NLA06608-0968,1,PROB_Lake,Target_Sampled,YES (Both),8/1/2007,YES,P,502107,SEDT,TOP,38,0,1,,,CORE,8086
NLA06608-0968,1,PROB_Lake,Target_Sampled,YES (Both),8/1/2007,YES,P,502108,SEDB,BOT,38,33,34,,,CORE,8086
NLA06608-0970,1,PROB_Lake,Target_Sampled,YES (Top only),6/10/2007,YES,P,502177,SEDT,TOP,21,0,1,,,CORE,8087
NLA06608-0970,1,PROB_Lake,Target_Sampled,YES (Top only),6/10/2007,YES,P,502178,SEDB,BOT,21,19,21,IM,SAMPLE LOST (NO LAB DATA),CORE,8087
NLA06608-0971,1,PROB_Lake,Target_Sampled,YES (Top only),7/26/2007,YES,P,511507,SEDT,TOP,22,0,1,,,CORE,8088
NLA06608-0972,1,PROB_Lake,Target_Sampled,YES (Top only),7/9/2007,YES,P,505007,SEDT,TOP,25,0,1,,,CORE,8089
NLA06608-0974,1,PROB_Lake,Target_Sampled,YES (Both),7/16/2007,YES,P,510687,SEDT,TOP,61,0,1,,,CORE,8090
NLA06608-0974,1,PROB_Lake,Target_Sampled,YES (Both),7/16/2007,YES,P,510688,SEDB,BOT,61,58,60,G1,VERY BLACK ORGANIC FOR ENTIRE CORE,CORE,8090
NLA06608-0979,1,PROB_Lake,Target_Sampled,YES (Top only),5/30/2007,YES,P,503138,SEDT,TOP,36.6,0,1,,,CORE,8091
NLA06608-0980,1,PROB_Lake,Target_Sampled,YES (Top only),7/12/2007,YES,P,513197,SEDT,TOP,30,0,1,,,CORE,8092
NLA06608-0982,1,PROB_Lake,Target_Sampled,YES (Both),8/14/2007,YES,P,509367,SEDT,TOP,28,0,1,,,CORE,8094
NLA06608-0982,1,PROB_Lake,Target_Sampled,YES (Both),8/14/2007,YES,P,509368,SEDB,BOT,28,25,26,,,CORE,8094
NLA06608-0984,1,PROB_Lake,Target_Sampled,YES (Top only),9/26/2007,YES,P,516937,SEDT,TOP,25,0,1,,,CORE,8095
NLA06608-0986,1,PROB_Lake,Target_Sampled,NO,7/18/2007,YES,P,505517,SEDT,TOP,,0,1,K,UNABLE TO COLLECT CORE,CORE,8096
NLA06608-0987,1,PROB_Lake,Target_Sampled,YES (Both),7/30/2007,YES,P,513517,SEDT,TOP,33,0,1,,,CORE,8097
NLA06608-0987,1,PROB_Lake,Target_Sampled,YES (Both),7/30/2007,YES,P,513518,SEDB,BOT,33,30,31,,,CORE,8097
NLA06608-0989,1,PROB_Lake,Target_Sampled,YES (Top only),7/31/2007,YES,P,510977,SEDT,TOP,28,0,1,,,CORE,8098
NLA06608-0990,1,PROB_Lake,Target_Sampled,YES (Both),7/30/2007,YES,P,502017,SEDT,TOP,34,0,1,,,CORE,8099
NLA06608-0990,1,PROB_Lake,Target_Sampled,YES (Both),7/30/2007,YES,P,502018,SEDB,BOT,34,31,32,,,CORE,8099
NLA06608-0993,1,PROB_Lake,Target_Sampled,YES (Both),9/20/2007,YES,P,517517,SEDT,TOP,35,0,1,,,CORE,8100
NLA06608-0993,1,PROB_Lake,Target_Sampled,YES (Both),9/20/2007,YES,P,517518,SEDB,BOT,35,32,33,IM,BOTTOM INTERVALS ASSUMED FROM CORE LENGTH,CORE,8100
NLA06608-0994,1,PROB_Lake,Target_Sampled,YES (Both),8/23/2007,YES,P,509457,SEDT,TOP,41,0,1,,,CORE,8101
NLA06608-0994,1,PROB_Lake,Target_Sampled,YES (Both),8/23/2007,YES,P,509458,SEDB,BOT,41,38,39,IM,BOTTOM INTERVALS ASSUMED FROM CORE LENGTH,CORE,8101
NLA06608-0996,1,PROB_Lake,Target_Sampled,YES (Top only),6/26/2007,YES,P,503527,SEDT,TOP,,0,1,F3,"DRIFTED FROM INDEX, MOTORED BACK AND TOOK NEW COORDINATES, SURFACE CORE ONLY BECAUSE BOTTOM IS LADEN WITH SAV CLAY LAYER AND WOULDN'T ALLOW CORE TO PENETRATE",CORE,8102
NLA06608-0997,1,PROB_Lake,Target_Sampled,YES (Both),8/3/2007,YES,P,507737,SEDT,TOP,26,0,1,,,CORE,8103
NLA06608-0997,1,PROB_Lake,Target_Sampled,YES (Both),8/3/2007,YES,P,507738,SEDB,BOT,26,23,24,,,CORE,8103
NLA06608-1001,1,PROB_Lake,Target_Sampled,YES (Top only),6/15/2007,YES,P,514207,SEDT,TOP,16,0,1,,,CORE,8105
NLA06608-1001,1,PROB_Lake,Target_Sampled,YES (Top only),6/15/2007,YES,P,514208,SEDB,BOT,16,15,16,K,APPARENT RESERVOIR-- BOTTOM SAMPLE NOT COLLECTED,CORE,8105
NLA06608-1002,1,PROB_Lake,Target_Sampled,YES (Top only),6/28/2007,YES,P,514497,SEDT,TOP,44,0,1,,,CORE,8106
NLA06608-1003,1,PROB_Lake,Target_Sampled,YES (Both),7/23/2007,YES,P,512627,SEDT,TOP,41,0,1,,,CORE,8107
NLA06608-1003,1,PROB_Lake,Target_Sampled,YES (Both),7/23/2007,YES,P,512628,SEDB,BOT,41,37.5,38.3,,,CORE,8107
NLA06608-1005,1,PROB_Lake,Target_Sampled,YES (Top only),7/19/2007,YES,P,514167,SEDT,TOP,22,0,1,,,CORE,8108
NLA06608-1006,1,PROB_Lake,Target_Sampled,YES (Both),6/19/2007,YES,P,503667,SEDT,TOP,17,0,1,,,CORE,8109
NLA06608-1006,1,PROB_Lake,Target_Sampled,YES (Both),6/19/2007,YES,P,503668,SEDB,BOT,17,14,15,,,CORE,8109
NLA06608-1007,1,PROB_Lake,Target_Sampled,YES (Top only),8/2/2007,YES,P,510297,SEDT,TOP,10.5,0,1,F1,"NO STAGE, SAMPLE TAKEN FROM TUBE TOP (?) SPATULA",CORE,8110
NLA06608-1008,1,PROB_Lake,Target_Sampled,YES (Top only),7/12/2007,YES,P,514507,SEDT,TOP,45,0,1,,,CORE,8111
NLA06608-1010,1,PROB_Lake,Target_Sampled,YES (Both),8/9/2007,YES,P,513017,SEDT,TOP,40,0,1,,,CORE,8112
NLA06608-1010,1,PROB_Lake,Target_Sampled,YES (Both),8/9/2007,YES,P,513018,SEDB,BOT,40,37,38,,,CORE,8112
NLA06608-1012,1,PROB_Lake,Target_Sampled,YES (Top only),10/17/2007,YES,P,508967,SEDT,TOP,45,0,1,,,CORE,8113
NLA06608-1014,1,PROB_Lake,Target_Sampled,YES (Both),9/13/2007,YES,P,510787,SEDT,TOP,40.3,0,1,,,CORE,8114
NLA06608-1014,1,PROB_Lake,Target_Sampled,YES (Both),9/13/2007,YES,P,510788,SEDB,BOT,40.3,37.3,38.3,,,CORE,8114
NLA06608-1015,1,PROB_Lake,Target_Sampled,YES (Both),8/14/2007,YES,P,513947,SEDT,TOP,35,0,1,,,CORE,8115
NLA06608-1015,1,PROB_Lake,Target_Sampled,YES (Both),8/14/2007,YES,P,513948,SEDB,BOT,35,33,34,,,CORE,8115
NLA06608-1016,1,PROB_Lake,Target_Sampled,YES (Top only),7/23/2007,YES,P,507497,SEDT,TOP,63,0,1,IM,PER TRACKING,CORE,8116
NLA06608-1016,1,PROB_Lake,Target_Sampled,YES (Top only),7/23/2007,YES,P,507498,SEDB,BOT,63,,,K,"Per J.Cason lake was a reservoir, SEDB not taken. 1/17/08 - MG",CORE,8116
NLA06608-1018,1,PROB_Lake,Target_Sampled,YES (Both),8/2/2007,YES,P,507487,SEDT,TOP,49,0,1,F1,VERY SOFT BOTTOM,CORE,8117
NLA06608-1018,1,PROB_Lake,Target_Sampled,YES (Both),8/2/2007,YES,P,507488,SEDB,BOT,49,47,48,,,CORE,8117
NLA06608-1022,1,PROB_Lake,Target_Sampled,YES (Both),7/10/2007,YES,P,503647,SEDT,TOP,20,0,1,,,CORE,8118
NLA06608-1022,1,PROB_Lake,Target_Sampled,YES (Both),7/10/2007,YES,P,503648,SEDB,BOT,20,17,18,,,CORE,8118
NLA06608-1024,1,PROB_Lake,Target_Sampled,YES (Both),8/7/2007,YES,P,510307,SEDT,TOP,15,0,1,,,CORE,8119
NLA06608-1024,1,PROB_Lake,Target_Sampled,YES (Both),8/7/2007,YES,P,510308,SEDB,BOT,15,12,13,,,CORE,8119
NLA06608-1034,1,PROB_Lake,Target_Sampled,YES (Both),8/16/2007,YES,P,515367,SEDT,TOP,44.5,0,1,,,CORE,8120
NLA06608-1034,1,PROB_Lake,Target_Sampled,YES (Both),8/16/2007,YES,P,515368,SEDB,BOT,44.5,41.5,42.5,,,CORE,8120
NLA06608-1035,1,PROB_Lake,Target_Sampled,YES (Both),8/14/2007,YES,P,508047,SEDT,TOP,39,0,1,,,CORE,8121
NLA06608-1035,1,PROB_Lake,Target_Sampled,YES (Both),8/14/2007,YES,P,508048,SEDB,BOT,39,34,35,,,CORE,8121
NLA06608-1036,1,PROB_Lake,Target_Sampled,YES (Both),6/14/2007,YES,P,514548,SEDT,TOP,51,0,1,,,CORE,8122
NLA06608-1036,1,PROB_Lake,Target_Sampled,YES (Both),6/14/2007,YES,P,514547,SEDB,BOT,51,47,48,,,CORE,8122
NLA06608-1037,1,PROB_Lake,Target_Sampled,YES (Top only),9/5/2007,YES,P,517857,SEDT,TOP,57,0,1,,,CORE,8123
NLA06608-1038,1,PROB_Lake,Target_Sampled,YES (Both),8/3/2007,YES,P,507877,SEDT,TOP,29,0,1,,,CORE,8124
NLA06608-1038,1,PROB_Lake,Target_Sampled,YES (Both),8/3/2007,YES,P,507878,SEDB,BOT,29,27,28,,,CORE,8124
NLA06608-1039,1,PROB_Lake,Target_Sampled,YES (Top only),8/28/2007,YES,P,508007,SEDT,TOP,25,0,1,,,CORE,8125
NLA06608-1041,1,PROB_Lake,Target_Sampled,YES (Both),8/16/2007,YES,P,511947,SEDT,TOP,46,0,1,,,CORE,8126
NLA06608-1041,1,PROB_Lake,Target_Sampled,YES (Both),8/16/2007,YES,P,511948,SEDB,BOT,46,43,44,,,CORE,8126
NLA06608-1044,1,PROB_Lake,Target_Sampled,YES (Top only),7/10/2007,YES,P,502807,SEDT,TOP,14,0,1,,,CORE,8127
NLA06608-1045,1,PROB_Lake,Target_Sampled,YES (Both),8/29/2007,YES,P,510117,SEDT,TOP,42,0,1,,,CORE,8128
NLA06608-1045,1,PROB_Lake,Target_Sampled,YES (Both),8/29/2007,YES,P,510118,SEDB,BOT,42,41,42,,,CORE,8128
NLA06608-1047,1,PROB_Lake,Target_Sampled,NO,6/26/2007,YES,P,514918,SEDT,TOP,,,,K,BOTTOM TOO HARD,CORE,8129
NLA06608-1052,1,PROB_Lake,Target_Sampled,NO,6/27/2007,YES,P,505057,SEDT,TOP,,0,1,K,NOT COLLECTED,CORE,8130
NLA06608-1055,1,PROB_Lake,Target_Sampled,YES (Top only),7/24/2007,YES,P,505327,SEDT,TOP,11,0,1,,,CORE,8131
NLA06608-1056,1,PROB_Lake,Target_Sampled,YES (Top only),9/27/2007,YES,P,503827,SEDT,TOP,14,0,1,,,CORE,8132
NLA06608-1057,1,PROB_Lake,Target_Sampled,NO,8/14/2007,YES,P,511817,SEDT,TOP,,0,1,K,NO SEDIMENT CORE OBTAINED--TRIED 3 TIMES FOR CORE.,CORE,8133
NLA06608-1058,1,PROB_Lake,Target_Sampled,YES (Both),9/5/2007,YES,P,517537,SEDT,TOP,35,0,1,,,CORE,8134
NLA06608-1058,1,PROB_Lake,Target_Sampled,YES (Both),9/5/2007,YES,P,517538,SEDB,BOT,35,32,33,,,CORE,8134
NLA06608-1059,1,PROB_Lake,Target_Sampled,YES (Both),7/30/2007,YES,P,505737,SEDT,TOP,27.5,0,1,,,CORE,8135
NLA06608-1059,1,PROB_Lake,Target_Sampled,YES (Both),7/30/2007,YES,P,505738,SEDB,BOT,27.5,24.5,25.5,,,CORE,8135
NLA06608-1060,1,PROB_Lake,Target_Sampled,YES (Top only),8/14/2007,YES,P,506868,SEDT,TOP,34,0,1,,,CORE,8136
NLA06608-1060,2,PROB_Lake,Target_Sampled,YES (Top only),8/14/2007,NO,P,506867,SEDT,TOP,17,0,1,,,CORE,8137
NLA06608-1070,1,PROB_Lake,Target_Sampled,YES (Both),7/11/2007,YES,P,502667,SEDT,TOP,17.5,0,1,,,CORE,8138
NLA06608-1070,1,PROB_Lake,Target_Sampled,YES (Both),7/11/2007,YES,P,502668,SEDB,BOT,17.5,14,15,,,CORE,8138
NLA06608-1073,1,PROB_Lake,Target_Sampled,YES (Both),8/13/2007,YES,P,509527,SEDT,TOP,24,0,1,,,CORE,8139
NLA06608-1073,1,PROB_Lake,Target_Sampled,YES (Both),8/13/2007,YES,P,509528,SEDB,BOT,24,22,23,,,CORE,8139
NLA06608-1075,1,PROB_Lake,Target_Sampled,YES (Both),8/27/2007,YES,P,502767,SEDT,TOP,12,0,1,,,CORE,8140
NLA06608-1075,1,PROB_Lake,Target_Sampled,YES (Both),8/27/2007,YES,P,502768,SEDB,BOT,12,9,10,,,CORE,8140
NLA06608-1083,1,PROB_Lake,Target_Sampled,YES (Top only),6/29/2007,YES,P,503307,SEDT,TOP,31,0,1,,,CORE,8141
NLA06608-1086,1,PROB_Lake,Target_Sampled,YES (Both),8/27/2007,YES,P,517407,SEDT,TOP,20,0,1,,,CORE,8142
NLA06608-1086,1,PROB_Lake,Target_Sampled,YES (Both),8/27/2007,YES,P,517408,SEDB,BOT,20,17,18,,,CORE,8142
NLA06608-1087,1,PROB_Lake,Target_Sampled,YES (Top only),7/20/2007,YES,P,509427,SEDT,TOP,14,0,1,,,CORE,8143
NLA06608-1089,1,PROB_Lake,Target_Sampled,YES (Both),7/20/2007,YES,P,507597,SEDT,TOP,44,0,1,,,CORE,8145
NLA06608-1089,1,PROB_Lake,Target_Sampled,YES (Both),7/20/2007,YES,P,507598,SEDB,BOT,44,41,42,,,CORE,8145
NLA06608-1091,1,PROB_Lake,Target_Sampled,YES (Both),7/16/2007,YES,P,505187,SEDT,TOP,46,0,1,,,CORE,8146
NLA06608-1091,1,PROB_Lake,Target_Sampled,YES (Both),7/16/2007,YES,P,505188,SEDB,BOT,46,43,44,,,CORE,8146
NLA06608-1096,1,PROB_Lake,Target_Sampled,YES (Top only),8/2/2007,YES,P,507137,SEDT,TOP,24,0,1,,,CORE,8147
NLA06608-1100,1,PROB_Lake,Target_Sampled,NO,6/28/2007,YES,P,504917,SEDT,TOP,,0,1,K,"NO CORE TAKEN, TRIED MANY TIMES",CORE,8148
NLA06608-1101,1,PROB_Lake,Target_Sampled,YES (Top only),9/9/2007,YES,P,517827,SEDT,TOP,26,0,1,,,CORE,8149
NLA06608-1102,1,PROB_Lake,Target_Sampled,YES (Both),7/16/2007,YES,P,504477,SEDT,TOP,48,0,1,IM,CORE LENGTH ESTIMATED FROM BOTTOM INTERVAL,CORE,8150
NLA06608-1102,1,PROB_Lake,Target_Sampled,YES (Both),7/16/2007,YES,P,504478,SEDB,BOT,48,45,46,IM,CORE LENGTH ESTIMATED FROM BOTTOM INTERVAL,CORE,8150
NLA06608-1103,1,PROB_Lake,Target_Sampled,YES (Top only),8/28/2007,YES,P,517387,SEDT,TOP,24,0,1,,,CORE,8151
NLA06608-1107,1,PROB_Lake,Target_Sampled,YES (Both),8/27/2007,YES,P,515347,SEDT,TOP,20,0,1,,,CORE,8152
NLA06608-1107,1,PROB_Lake,Target_Sampled,YES (Both),8/27/2007,YES,P,515348,SEDB,BOT,20,18,19,K,,CORE,8152
NLA06608-1108,1,PROB_Lake,Target_Sampled,YES (Top only),6/21/2007,YES,P,503417,SEDT,TOP,32,0,1,,,CORE,8153
NLA06608-1108,2,PROB_Lake,Target_Sampled,YES (Top only),7/2/2007,NO,P,516207,SEDT,TOP,43,0,1,,,CORE,8154
NLA06608-1111,1,PROB_Lake,Target_Sampled,YES (Both),7/10/2007,YES,P,505548,SEDT,TOP,25,0,1,,,CORE,8155
NLA06608-1111,1,PROB_Lake,Target_Sampled,YES (Both),7/10/2007,YES,P,505547,SEDB,BOT,25,22,23,,,CORE,8155
NLA06608-1113,1,PROB_Lake,Target_Sampled,YES (Top only),7/16/2007,YES,P,507717,SEDT,TOP,52,0,1,,,CORE,8156
NLA06608-1114,1,PROB_Lake,Target_Sampled,YES (Both),6/21/2007,YES,P,503228,SEDT,TOP,42.5,0,1,IM,CORE LENGTH CHANGED (425),CORE,8157
NLA06608-1114,1,PROB_Lake,Target_Sampled,YES (Both),6/21/2007,YES,P,503227,SEDB,BOT,42.5,39.5,40.5,IM,CORE LENGTH CHANGED (425). BOTTOM INTERVALS ASSUMED FROM CORE LENGTH,CORE,8157
NLA06608-1115,1,PROB_Lake,Target_Sampled,YES (Top only),7/30/2007,YES,P,513188,SEDT,TOP,30,0,1,,,CORE,8158
NLA06608-1119,1,PROB_Lake,Target_Sampled,YES (Top only),8/30/2007,YES,P,504257,SEDT,TOP,17,0,1,,,CORE,8159
NLA06608-1120,1,PROB_Lake,Target_Sampled,YES (Top only),8/27/2007,YES,P,511387,SEDT,TOP,47,0,1,,,CORE,8160
NLA06608-1122,1,PROB_Lake,Target_Sampled,YES (Both),7/26/2007,YES,P,507367,SEDT,TOP,37,0,1,,,CORE,8161
NLA06608-1122,1,PROB_Lake,Target_Sampled,YES (Both),7/26/2007,YES,P,507368,SEDB,BOT,37,34,35,,,CORE,8161
NLA06608-1124,1,PROB_Lake,Target_Sampled,YES (Top only),7/17/2007,YES,P,504797,SEDT,TOP,16,0,1,,,CORE,8162
NLA06608-1125,1,PROB_Lake,Target_Sampled,YES (Both),8/7/2007,YES,P,513257,SEDT,TOP,34,0,1,,,CORE,8163
NLA06608-1125,1,PROB_Lake,Target_Sampled,YES (Both),8/7/2007,YES,P,513258,SEDB,BOT,34,31,32,,,CORE,8163
NLA06608-1129,1,PROB_Lake,Target_Sampled,NO,,YES,,,,,,,,K,NO CORE SAMPLE COLLECTED,CORE,
NLA06608-1130,1,PROB_Lake,Target_Sampled,YES (Both),8/21/2007,YES,P,503807,SEDT,TOP,50.5,0,1,,,CORE,8165
NLA06608-1130,1,PROB_Lake,Target_Sampled,YES (Both),8/21/2007,YES,P,503808,SEDB,BOT,50.5,47.5,48.5,,,CORE,8165
NLA06608-1131,1,PROB_Lake,Target_Sampled,YES (Both),6/26/2007,YES,P,506658,SEDT,TOP,49,0,1,,,CORE,8166
NLA06608-1131,1,PROB_Lake,Target_Sampled,YES (Both),6/26/2007,YES,P,506657,SEDB,BOT,49,46,47,F1,"ONLY 0.5CM, LOST SOME",CORE,8166
NLA06608-1134,1,PROB_Lake,Target_Sampled,YES (Both),8/7/2007,YES,P,511558,SEDT,TOP,39,0,1,,,CORE,8167
NLA06608-1134,1,PROB_Lake,Target_Sampled,YES (Both),8/7/2007,YES,P,511557,SEDB,BOT,39,36,37,,,CORE,8167
NLA06608-1141,1,PROB_Lake,Target_Sampled,YES (Top only),7/9/2007,YES,P,505017,SEDT,TOP,35.2,0,1,,,CORE,8168
NLA06608-1143,1,PROB_Lake,Target_Sampled,YES (Both),7/31/2007,YES,P,508697,SEDT,TOP,29,0,1,,,CORE,8169
NLA06608-1143,1,PROB_Lake,Target_Sampled,YES (Both),7/31/2007,YES,P,508698,SEDB,BOT,29,25,27,,,CORE,8169
NLA06608-1145,1,PROB_Lake,Target_Sampled,YES (Top only),9/12/2007,YES,P,515177,SEDT,TOP,41,0,1,,,CORE,8170
NLA06608-1147,1,PROB_Lake,Target_Sampled,NO,7/27/2007,YES,P,507557,SEDT,TOP,,0,1,K,NO SEDIMENT COLLECTED. MADE 20 ATTEMPTS AT 4 LOCATIONS.,CORE,8172
NLA06608-1148,1,PROB_Lake,Target_Sampled,YES (Both),7/31/2007,YES,P,512237,SEDT,TOP,50,0,1,,,CORE,8173
NLA06608-1148,1,PROB_Lake,Target_Sampled,YES (Both),7/31/2007,YES,P,512238,SEDB,BOT,50,47,48,,,CORE,8173
NLA06608-1150,1,PROB_Lake,Target_Sampled,YES (Both),7/19/2007,YES,P,505667,SEDT,TOP,42,0,1,,,CORE,8174
NLA06608-1150,1,PROB_Lake,Target_Sampled,YES (Both),7/19/2007,YES,P,505668,SEDB,BOT,42,40,41,,,CORE,8174
NLA06608-1151,1,PROB_Lake,Target_Sampled,YES (Top only),7/17/2007,YES,P,505837,SEDT,TOP,60,0,1,,,CORE,8175
NLA06608-1153,1,PROB_Lake,Target_Sampled,NO,7/19/2007,YES,P,507607,SEDT,TOP,,0,1,K,COULD NOT GET A SEDIMENT SAMPLE AFTER TRYING FOR 1.5 HOURS,CORE,8176
NLA06608-1153,1,PROB_Lake,Target_Sampled,NO,7/19/2007,YES,P,507608,SEDB,BOT,,,,K,COULD NOT GET A SEDIMENT SAMPLE AFTER TRYING FOR 1.5 HOURS,CORE,8176
NLA06608-1155,1,PROB_Lake,Target_Sampled,YES (Both),7/17/2007,YES,P,506957,SEDT,TOP,21,0,1,,,CORE,8177
NLA06608-1155,1,PROB_Lake,Target_Sampled,YES (Both),7/17/2007,YES,P,506958,SEDB,BOT,21,18,19,,,CORE,8177
NLA06608-1162,1,PROB_Lake,Target_Sampled,YES (Both),9/6/2007,YES,P,517887,SEDT,TOP,44.5,0,1,,,CORE,8178
NLA06608-1162,1,PROB_Lake,Target_Sampled,YES (Both),9/6/2007,YES,P,517888,SEDB,BOT,44.5,41.5,42.5,,,CORE,8178
NLA06608-1163,1,PROB_Lake,Target_Sampled,YES (Both),7/2/2007,YES,P,504618,SEDT,TOP,49.5,0,1,IM,CORE LENGTH ESTIMATED FROM BOTTOM INTERVAL,CORE,8179
NLA06608-1163,1,PROB_Lake,Target_Sampled,YES (Both),7/2/2007,YES,P,504617,SEDB,BOT,49.5,46.5,47.5,IM,CORE LENGTH ESTIMATED FROM BOTTOM INTERVAL,CORE,8179
NLA06608-1164,1,PROB_Lake,Target_Sampled,YES (Top only),9/11/2007,YES,P,516957,SEDT,TOP,38,0,1,,,CORE,8180
NLA06608-1166,1,PROB_Lake,Target_Sampled,YES (Both),8/14/2007,YES,P,505367,SEDT,TOP,16,0,1,,,CORE,8181
NLA06608-1166,1,PROB_Lake,Target_Sampled,YES (Both),8/14/2007,YES,P,505368,SEDB,BOT,16,13,14,,,CORE,8181
NLA06608-1167,1,PROB_Lake,Target_Sampled,YES (Both),9/20/2007,YES,P,517377,SEDT,TOP,39,0,1,,,CORE,8182
NLA06608-1167,1,PROB_Lake,Target_Sampled,YES (Both),9/20/2007,YES,P,517378,SEDB,BOT,39,36,37,,,CORE,8182
NLA06608-1170,1,PROB_Lake,Target_Sampled,YES (Top only),7/18/2007,YES,P,502367,SEDT,TOP,16,0,1,,,CORE,8183
NLA06608-1172,1,PROB_Lake,Target_Sampled,YES (Top only),6/27/2007,YES,P,505267,SEDT,TOP,21.5,0,1,,,CORE,8184
NLA06608-1174,1,PROB_Lake,Target_Sampled,YES (Both),8/15/2007,YES,P,508297,SEDT,TOP,38,0,1,,,CORE,8185
NLA06608-1174,1,PROB_Lake,Target_Sampled,YES (Both),8/15/2007,YES,P,508298,SEDB,BOT,38,35,36,,,CORE,8185
NLA06608-1175,1,PROB_Lake,Target_Sampled,YES (Both),8/21/2007,YES,P,507807,SEDT,TOP,40,0,1,,,CORE,8186
NLA06608-1175,1,PROB_Lake,Target_Sampled,YES (Both),8/21/2007,YES,P,507808,SEDB,BOT,40,37,38,,,CORE,8186
NLA06608-1177,1,PROB_Lake,Target_Sampled,YES (Top only),6/28/2007,YES,P,505297,SEDT,TOP,19,0,1,,,CORE,8187
NLA06608-1179,1,PROB_Lake,Target_Sampled,NO,,YES,,,,,,,,K,NO CORE SAMPLE COLLECTED,CORE,
NLA06608-1181,1,PROB_Lake,Target_Sampled,YES (Top only),6/26/2007,YES,P,504647,SEDT,TOP,30,0,1,,,CORE,8189
NLA06608-1183,1,PROB_Lake,Target_Sampled,YES (Both),8/29/2007,YES,P,509467,SEDT,TOP,21,0,1,,,CORE,8190
NLA06608-1183,1,PROB_Lake,Target_Sampled,YES (Both),8/29/2007,YES,P,509468,SEDB,BOT,21,18,19,,,CORE,8190
NLA06608-1185,1,PROB_Lake,Target_Sampled,YES (Both),8/16/2007,YES,P,502057,SEDT,TOP,15,0,1,,,CORE,8191
NLA06608-1185,1,PROB_Lake,Target_Sampled,YES (Both),8/16/2007,YES,P,502058,SEDB,BOT,15,12,13,IM,BOTTOM INTERVALS ASSUMED FROM CORE LENGTH,CORE,8191
NLA06608-1189,1,PROB_Lake,Target_Sampled,YES (Both),9/21/2007,YES,P,517527,SEDT,TOP,32,0,1,,,CORE,8192
NLA06608-1189,1,PROB_Lake,Target_Sampled,YES (Both),9/21/2007,YES,P,517528,SEDB,BOT,32,29,30,IM,BOTTOM INTERVALS ASSUMED FROM CORE LENGTH,CORE,8192
NLA06608-1190,1,PROB_Lake,Target_Sampled,YES (Top only),6/25/2007,YES,P,504437,SEDT,TOP,9,0,1,,,CORE,8193
NLA06608-1190,1,PROB_Lake,Target_Sampled,YES (Top only),6/25/2007,YES,P,504438,SEDB,BOT,9,,,K,RESERVOIR,CORE,8193
NLA06608-1191,1,PROB_Lake,Target_Sampled,YES (Top only),8/6/2007,YES,P,514637,SEDT,TOP,,0,1,IM,CORE LENGTH NOT RECORDED (TOP ONLY; COLLECTED BY DIVER,CORE,8194
NLA06608-1195,1,PROB_Lake,Target_Sampled,YES (Both),7/2/2007,YES,P,504608,SEDT,TOP,49,0,1,,,CORE,8195
NLA06608-1195,1,PROB_Lake,Target_Sampled,YES (Both),7/2/2007,YES,P,504607,SEDB,BOT,49,44,45,,,CORE,8195
NLA06608-1198,1,PROB_Lake,Target_Sampled,YES (Both),7/25/2007,YES,P,506687,SEDT,TOP,42,0,1,,,CORE,8196
NLA06608-1198,1,PROB_Lake,Target_Sampled,YES (Both),7/25/2007,YES,P,506688,SEDB,BOT,42,39,40,,,CORE,8196
NLA06608-1199,1,PROB_Lake,Target_Sampled,YES (Top only),8/15/2007,YES,P,512757,SEDT,TOP,20.5,0,1,IM,CORE LENGTH CHANGED (205),CORE,8197
NLA06608-1204,1,PROB_Lake,Target_Sampled,YES (Top only),8/28/2007,YES,P,516487,SEDT,TOP,25,0,1,,,CORE,8198
NLA06608-1206,1,PROB_Lake,Target_Sampled,YES (Both),8/2/2007,YES,P,504047,SEDT,TOP,61,0,1,,,CORE,8199
NLA06608-1206,1,PROB_Lake,Target_Sampled,YES (Both),8/2/2007,YES,P,504048,SEDB,BOT,61,58,61,,,CORE,8199
NLA06608-1207,1,PROB_Lake,Target_Sampled,YES (Both),7/26/2007,YES,P,505377,SEDT,TOP,26.5,0,1,,,CORE,8200
