PUBLICATION_DATE,UID,SITE_ID,DATE_COL,VISIT_NO,STATE,SAMPLE_TYPE,LINE,ARRIVAL_TIME,CAL_INST_ID,CAL_INST_MODEL,CAL_INST_OPERATOR,CALIBRATION_VERIFIED,CON_STD1_VALUE,COND_QCS_DESC,COND_QCS_MEASURED,COND_QCS_TRUE,COND_STD1_DESC,COND_STD1_VALUE,COND_STD2_DESC,COND_STD2_VALUE,CONDUCTIVITY,DEPTH,DEPTH_METHOD,DO_BARO_PRESSURE,DO_CALIBRATION_UNITS,DO_CALIBRATION_VALUE,DO_DISPLAYED_UNITS,DO_DISPLAYED_VALUE,DO_ELEVATION,DO2_2M,DUPLICATE_DO,E_FILE,INDEX_GPS_FIX,INDEX_LAT_DD,INDEX_LON_DD,INDEX_SITE_DEPTH,METALIMNION,ODOR,OXYGEN,PH,PH_QCS_DESC,PH_QCS_MEASURED,PH_QCS_TRUE,PH_STD1_DESC,PH_STD1_VALUE,PH_STD2_DESC,PH_STD2_VALUE,PRECIPITATION,SCUM,SCUM_DESC,SURFACE_COND,TEMP_CORRECTED,TEMP_SENSOR,TEMP_THERMOMETER,TEMPERATURE
8/23/2016,2008036,,,,,PROF,15,,,,,,,,,,,,,,53,14,,,,,,,,,,,,,,,,,11.2,7.8,,,,,,,,,,,,Y,,,10.6
8/23/2016,2008036,,,,,PROF,16,,,,,,,,,,,,,,53,15,,,,,,,,,,,,,,,,,11.2,7.8,,,,,,,,,,,,Y,,,10.6
8/23/2016,2008036,,,,,PROF,17,,,,,,,,,,,,,,53,16,,,,,,,,,,,,,,,,,11.2,7.8,,,,,,,,,,,,Y,,,10.6
8/23/2016,2008036,,,,,PROF,18,,,,,,,,,,,,,,53,17,,,,,,,,,,,,,,,,,11.2,7.8,,,,,,,,,,,,Y,,,10.6
8/23/2016,2008036,,,,,PROF,19,,,,,,,,,,,,,,53,18,,,,,,,,,,,,,,,,,11.2,7.8,,,,,,,,,,,,Y,,,10.6
8/23/2016,2008036,,,,,PROF,20,,,,,,,,,,,,,,53,19,,,,,,,,,,,,,,,,,11.2,7.8,,,,,,,,,,,,Y,,,10.5
8/23/2016,2008036,,,,,PROF,21,,,,,,,,,,,,,,53,20,,,,,,,,,,,,,,,,,11.1,7.8,,,,,,,,,,,,Y,,,10.5
8/23/2016,2008036,,,,,PROF,22,,,,,,,,,,,,,,53,22,,,,,,,,,,,,,,,,,11.1,7.8,,,,,,,,,,,,Y,,,10.5
8/23/2016,2008036,,,,,PROF,23,,,,,,,,,,,,,,53,24,,,,,,,,,,,,,,,,,11.1,7.8,,,,,,,,,,,,Y,,,10.5
8/23/2016,2008036,,,,,PROF,24,,,,,,,,,,,,,,53,26,,,,,,,,,,,,,,,,,11,7.8,,,,,,,,,,,,Y,,,10.4
8/23/2016,2008036,,,,,PROF,25,,,,,,,,,,,,,,53,28,,,,,,,,,,,,,,,,,11,7.8,,,,,,,,,,,,Y,,,10.3
8/23/2016,2008036,,,,,PROF,26,,,,,,,,,,,,,,53,30,,,,,,,,,,,,,,,,,10.9,7.7,,,,,,,,,,,,Y,,,10.3
8/23/2016,2008036,,,,,PROF,27,,,,,,,,,,,,,,53,32,,,,,,,,,,,,,,,,,10.9,7.7,,,,,,,,,,,,Y,,,10.2
8/23/2016,2008036,,,,,PROF,28,,,,,,,,,,,,,,52,34,,,,,,,,,,,,,,,,,10.7,7.6,,,,,,,,,,,,Y,,,10
8/23/2016,2008036,,,,,PROF,29,,,,,,,,,,,,,,50,36,,,,,,,,,,,,,,,,,10.3,7.5,,,,,,,,,,,,Y,,,8.6
8/23/2016,2008036,,,,,PROF,30,,,,,,,,,,,,,,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,
8/23/2016,2008036,,,,,PROF,40,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,
8/23/2016,2008037,,,,,CALIB,0,,4,HYDROLAB,DAVID TOLLEFSON,,,,,,,,,,,,,,PERCENT,100,PERCENT,95,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/23/2016,2008037,,,,,PROF,0, 8:45,,,,,,,,,,,,,,,SONAR,,,,,,,,,,,,,1.2,,N,,,,,,,,,,NONE,Y,,RIPPLES,,,,
8/23/2016,2008037,,,,,PROF,1,,,,,,,,,,,,,,626,0,,,,,,,,,Y,,,,,,,,8.4,8.6,,,,,,,,,,,,Y,,,21.1
8/23/2016,2008037,,,,,PROF,2,,,,,,,,,,,,,,626,0.5,,,,,,,,,Y,,,,,,,,8.3,8.6,,,,,,,,,,,,Y,,,21.1
8/23/2016,2008037,,,,,PROF,3,,,,,,,,,,,,,,627,1,,,,,,,,,Y,,,,,,,,8.1,8.8,,,,,,,,,,,,Y,,,21.1
8/23/2016,2008037,,,,,PROF,40,,,,,,,,,,,,,,626,0,,,,,,,,,Y,,,,,,,,8.4,8.7,,,,,,,,,,,,Y,,,21.1
8/23/2016,2008038,,,,,CALIB,0,,1,HORIBA U-10,BOB EVERHART,,,,,,,,,,,,,,mg/L,8.9,mg/L,8.9,1561,,,,,,,,,,,,FISCHER PH 7.00 SOLN,7.02,7.01,FISCHER PH 7.00 SOLN,7.01,FISCHER PH 9.00 SOLN,9,,,,,,23.7,25.5,
8/23/2016,2008038,,,,,PROF,0,12:40,,,,,,,,,,,,,,,POLE,,,,,,,,,,,,,2.7,,N,,,,,,,,,,NONE,N,,RIPPLES,,,,
8/23/2016,2008038,,,,,PROF,1,,,,,,,,,,,,,,258,0,,,,,,,,,Y,,,,,,,,7.3,7.5,,,,,,,,,,,,Y,,,25.9
8/23/2016,2008038,,,,,PROF,2,,,,,,,,,,,,,,258,0.5,,,,,,,,,Y,,,,,,,,7.1,7.5,,,,,,,,,,,,Y,,,25.8
8/23/2016,2008038,,,,,PROF,3,,,,,,,,,,,,,,258,1,,,,,,,,,Y,,,,,,,,7.1,7.4,,,,,,,,,,,,Y,,,25.7
8/23/2016,2008038,,,,,PROF,4,,,,,,,,,,,,,,265,1.5,,,,,,,,,Y,,,,,,,,1.6,6.9,,,,,,,,,,,,Y,,,25.4
8/23/2016,2008038,,,,,PROF,5,,,,,,,,,,,,,,265,2,,,,,,,,,Y,,,,,,,,0.3,6.9,,,,,,,,,,,,Y,,,25.5
8/23/2016,2008038,,,,,PROF,6,,,,,,,,,,,,,,264,2.2,,,,,,,,,Y,,,,,,,,0.3,7,,,,,,,,,,,,Y,,,25.5
8/23/2016,2008038,,,,,PROF,40,,,,,,,,,,,,,,257,0,,,,,,,,,Y,,,,,,,,7.3,7.5,,,,,,,,,,,,Y,,,25.9
8/23/2016,2008039,,,,,CALIB,0,,B-5087,YSI 6600-M,,,1441,,,,0.1 M KCL SOLUTION,,,,,,,601,PERCENT,100,PERCENT,100.2,6795,,,,,,,,,,,,,,,QC BUFFER PH 7,7,QC BUFFER PH 10,10.02,,,,,,,,
8/23/2016,2008039,,,,,PROF,0,10:00,,,,,,,,,,,,,,,ESTIMATE,,,,,,,,,,,,,5.4,,Y,,,,,,,,,,NONE,N,,CHOPPY,,,,
8/23/2016,2008039,,,,,PROF,1,,,,,,,,,,,,,,116,0,,,,,,,,,Y,,,,,,,,8.2,8.3,,,,,,,,,,,,,,,18.8
8/23/2016,2008039,,,,,PROF,2,,,,,,,,,,,,,,116,1,,,,,,,,,Y,,,,,,,,8.2,8.3,,,,,,,,,,,,,,,18.8
8/23/2016,2008039,,,,,PROF,3,,,,,,,,,,,,,,116,2,,,,,,,,,Y,,,,,,T,,8.1,8.3,,,,,,,,,,,,,,,18.6
8/23/2016,2008039,,,,,PROF,4,,,,,,,,,,,,,,116,3,,,,,,,,,Y,,,,,,,,8.2,8.3,,,,,,,,,,,,,,,16.6
8/23/2016,2008039,,,,,PROF,5,,,,,,,,,,,,,,116,4,,,,,,,,,Y,,,,,,,,7.9,8.2,,,,,,,,,,,,,,,16
8/23/2016,2008039,,,,,PROF,6,,,,,,,,,,,,,,116,5,,,,,,,,,Y,,,,,,,,7.9,8.2,,,,,,,,,,,,,,,15.8
8/23/2016,2008039,,,,,PROF,40,,,,,,,,,,,,,,116,0,,,,,,,,,Y,,,,,,,,7.8,8.2,,,,,,,,,,,,,,,18.7
8/23/2016,2008040,,,,,CALIB,0,,,HYDROLAB,TORIE BUNN,,1411,,,,1305,,,,,,,768,mg/L,9,mg/L,9.4,,,,,,,,,,,,,,,,4,4,7,7,,,,,,,21,
8/23/2016,2008040,,,,,PROF,0,10:00,,,,,,,,,,,,,,,SONAR,,,,,,,,,,,,,11.8,,N,,,,,,,,,,NONE,Y,,RIPPLES,,,,
8/23/2016,2008040,,,,,PROF,1,,,,,,,,,,,,,,381,0,,,,,,,,,Y,,,,,,,,12.2,7.7,,,,,,,,,,,,Y,,,22.1
8/23/2016,2008040,,,,,PROF,2,,,,,,,,,,,,,,382,1,,,,,,,,,Y,,,,,,,,12.4,8.1,,,,,,,,,,,,Y,,,22.1
8/23/2016,2008040,,,,,PROF,3,,,,,,,,,,,,,,380,2,,,,,,,,,Y,,,,,,,,12.3,8.1,,,,,,,,,,,,Y,,,22
8/23/2016,2008040,,,,,PROF,4,,,,,,,,,,,,,,404,3,,,,,,,,,Y,,,,,,,,9.2,7.9,,,,,,,,,,,,Y,,,20.8
8/23/2016,2008040,,,,,PROF,5,,,,,,,,,,,,,,412,4,,,,,,,,,Y,,,,,,T,,5.6,7.8,,,,,,,,,,,,Y,,,19.7
8/23/2016,2008040,,,,,PROF,6,,,,,,,,,,,,,,419,5,,,,,,,,,Y,,,,,,,,1.2,7.5,,,,,,,,,,,,Y,,,17.4
8/23/2016,2008040,,,,,PROF,7,,,,,,,,,,,,,,436,6,,,,,,,,,Y,,,,,,,,0.4,7.4,,,,,,,,,,,,Y,,,12
8/23/2016,2008040,,,,,PROF,8,,,,,,,,,,,,,,442,7,,,,,,,,,Y,,,,,,,,0.4,7.5,,,,,,,,,,,,Y,,,7.7
8/23/2016,2008040,,,,,PROF,9,,,,,,,,,,,,,,450,8,,,,,,,,,Y,,,,,,B,,0.3,7.5,,,,,,,,,,,,Y,,,6.6
8/23/2016,2008040,,,,,PROF,10,,,,,,,,,,,,,,471,9,,,,,,,,,Y,,,,,,,,0.3,7.4,,,,,,,,,,,,Y,,,6.2
8/23/2016,2008040,,,,,PROF,11,,,,,,,,,,,,,,508,10,,,,,,,,,Y,,,,,,,,0.3,7.2,,,,,,,,,,,,Y,,,5.9
8/23/2016,2008040,,,,,PROF,12,,,,,,,,,,,,,,548,11,,,,,,,,,Y,,,,,,,,0.3,7,,,,,,,,,,,,Y,,,5.9
8/23/2016,2008040,,,,,PROF,13,,,,,,,,,,,,,,556,11.3,,,,,,,,,Y,,,,,,,,0.3,6.9,,,,,,,,,,,,Y,,,5.8
8/23/2016,2008040,,,,,PROF,40,,,,,,,,,,,,,,380,0,,,,,,,,,Y,,,,,,,,11.7,7.8,,,,,,,,,,,,Y,,,22.2
8/23/2016,2008041,,,,,CALIB,0,,QUANTA,HYDROLAB,SR,,1160,,,,CONDUCTIVITY STANDARD,,,,,,,760,mg/L,9.8,mg/L,9.6,,,,,,,,,,,,,,,,PH 4.00 BUFFER,4,PH 7.00 BUFFER,7,,,,,,16,,
8/23/2016,2008041,,,,,PROF,0,10:30,,,,,,,,,,,,,,,SONAR,,,,,,,,,,,,,6.3,,Y,,,,,,,,,,LIGHT,N,,RIPPLES,,,,
8/23/2016,2008041,,,,,PROF,1,,,,,,,,,,,,,,215,0,,,,,,,,,Y,,,,,,,,6.6,7.4,,,,,,,,,,,,Y,,,20.2
8/23/2016,2008041,,,,,PROF,2,,,,,,,,,,,,,,216,1,,,,,,,,,Y,,,,,,,,6.3,7.4,,,,,,,,,,,,Y,,,20.2
8/23/2016,2008041,,,,,PROF,3,,,,,,,,,,,,,,216,2,,,,,,,,,Y,,,,,,,,6.1,7.4,,,,,,,,,,,,Y,,,20.2
8/23/2016,2008041,,,,,PROF,4,,,,,,,,,,,,,,215,3,,,,,,,,,Y,,,,,,,,6.2,7.3,,,,,,,,,,,,Y,,,20.2
8/23/2016,2008041,,,,,PROF,5,,,,,,,,,,,,,,216,4,,,,,,,,,Y,,,,,,,,5.2,7.3,,,,,,,,,,,,Y,,,20
8/23/2016,2008041,,,,,PROF,6,,,,,,,,,,,,,,217,5,,,,,,,,,Y,,,,,,,,3.9,7.3,,,,,,,,,,,,Y,,,19.8
8/23/2016,2008041,,,,,PROF,7,,,,,,,,,,,,,,22,5.7,,,,,,,,,Y,,,,,,,,2.8,7.2,,,,,,,,,,,,Y,,,19.5
8/23/2016,2008041,,,,,PROF,40,,,,,,,,,,,,,,216,0,,,,,,,,,Y,,,,,,,,6.1,7.3,,,,,,,,,,,,Y,,,20.2
8/23/2016,2008042,,,,,CALIB,0,,,YSI 6600-M,JOHNSON,,,QCS BATCH 007,77.2,77.2,0.1M KCL,,,,,,,753,PERCENT,100,PERCENT,94,,,,,,,,,,,,,QCS BATCH 007,6.9,6.9,PH 7 BUFFER,7,PH 10.00 BUFFER,10,,,,,,30.8,,
8/23/2016,2008042,,,,,PROF,0,12:15,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7,,Y,,,,,,,,,,NONE,N,,,,,,
8/23/2016,2008042,,,,,PROF,1,,,,,,,,,,,,,,1755,0,,,,,,,,,Y,,,,,,,,8.39,8.22,,,,,,,,,,,,,,,30.8
8/23/2016,2008042,,,,,PROF,2,,,,,,,,,,,,,,1754,1,,,,,,,,,Y,,,,,,,,8.25,8.19,,,,,,,,,,,,,,,30.8
8/23/2016,2008042,,,,,PROF,3,,,,,,,,,,,,,,1753,2,,,,,,,,,Y,,,,,,,,8.08,8.18,,,,,,,,,,,,,,,30.7
8/23/2016,2008042,,,,,PROF,4,,,,,,,,,,,,,,1753,3,,,,,,,,,Y,,,,,,,,7.79,8.17,,,,,,,,,,,,,,,30.6
8/23/2016,2008042,,,,,PROF,5,,,,,,,,,,,,,,1758,3.7,,,,,,,,,Y,,,,,,,,8.43,7.92,,,,,,,,,,,,,,,30.5
8/23/2016,2008042,,,,,PROF,40,,,,,,,,,,,,,,1758,0,,,,,,,,,Y,,,,,,,,8.5,8.2,,,,,,,,,,,,,,,30.9
8/23/2016,2008043,,,,,CALIB,0,,#5,HYDROLAB MS 5,MATT LINDON,,1000,QC BUFFER,74.6,75.3,CONDUCTIVITY STANDARD,,,,,,,722,PERCENT,100,PERCENT,104.1,,,,,,,,,,,,,QC BUFFER,6.99,6.98,PH 7.00 BUFFER,7,PH 10.00 BUFFER,10,,,,,,23.4,23.6,
8/23/2016,2008043,,,,,PROF,0, 8:30,,,,,,,,,,,,,,,SONAR,,,,,,,,,,,,,14.7,,N,,,,,,,,,,LIGHT,N,,RIPPLES,,,,
8/23/2016,2008043,,,,,PROF,1,,,,,,,,,,,,,,233,0,,,,,,,,,Y,,,,,,,,8.4,8.5,,,,,,,,,,,,Y,,,26.3
8/23/2016,2008043,,,,,PROF,2,,,,,,,,,,,,,,233,1,,,,,,,,,Y,,,,,,,,8.5,8.5,,,,,,,,,,,,Y,,,26.5
8/23/2016,2008043,,,,,PROF,3,,,,,,,,,,,,,,233,2,,,,,,,,,Y,,,,,,,,8.4,8.5,,,,,,,,,,,,Y,,,26.2
8/23/2016,2008043,,,,,PROF,4,,,,,,,,,,,,,,233,3,,,,,,,,,Y,,,,,,,,8.4,8.5,,,,,,,,,,,,Y,,,26.2
8/23/2016,2008043,,,,,PROF,5,,,,,,,,,,,,,,242,4,,,,,,,,,Y,,,,,,T,,7.1,8.3,,,,,,,,,,,,Y,,,25
8/23/2016,2008043,,,,,PROF,6,,,,,,,,,,,,,,248,5,,,,,,,,,Y,,,,,,B,,4.4,8,,,,,,,,,,,,Y,,,23.4
8/23/2016,2008043,,,,,PROF,7,,,,,,,,,,,,,,222,6,,,,,,,,,Y,,,,,,,,2.2,7.8,,,,,,,,,,,,Y,,,23.4
8/23/2016,2008043,,,,,PROF,8,,,,,,,,,,,,,,254,7,,,,,,,,,Y,,,,,,,,1.1,7.7,,,,,,,,,,,,Y,,,21.3
8/23/2016,2008043,,,,,PROF,9,,,,,,,,,,,,,,261,8,,,,,,,,,Y,,,,,,,,0.2,7.6,,,,,,,,,,,,Y,,,19.9
8/23/2016,2008043,,,,,PROF,10,,,,,,,,,,,,,,270,9,,,,,,,,,Y,,,,,,,,0.01,7.6,,,,,,,,,,,,Y,,,17.9
8/23/2016,2008043,,,,,PROF,11,,,,,,,,,,,,,,284,10,,,,,,,,,Y,,,,,,,,0.1,7.5,,,,,,,,,,,,Y,,,14.3
8/23/2016,2008043,,,,,PROF,12,,,,,,,,,,,,,,292,11,,,,,,,,,Y,,,,,,,,0.1,7.5,,,,,,,,,,,,Y,,,12.3
8/23/2016,2008043,,,,,PROF,13,,,,,,,,,,,,,,298,12,,,,,,,,,Y,,,,,,,,0.1,7.5,,,,,,,,,,,,Y,,,11.3
8/23/2016,2008043,,,,,PROF,14,,,,,,,,,,,,,,302,13,,,,,,,,,Y,,,,,,,,0.1,7.5,,,,,,,,,,,,Y,,,10.7
8/23/2016,2008043,,,,,PROF,15,,,,,,,,,,,,,,305,14,,,,,,,,,Y,,,,,,,,0.1,7.4,,,,,,,,,,,,Y,,,10.3
8/23/2016,2008043,,,,,PROF,16,,,,,,,,,,,,,,308,15,,,,,,,,,Y,,,,,,,,0.1,7.3,,,,,,,,,,,,Y,,,10
8/23/2016,2008043,,,,,PROF,40,,,,,,,,,,,,,,233,0,,,,,,,,,Y,,,,,,,,8.4,8.5,,,,,,,,,,,,Y,,,26.2
8/23/2016,2008044,,,,,CALIB,0,,93L11847,YSI 6600,CHAD BAILLIE,,284,BUFFER BATCH 005,78,79.4,250 MS/CM,,1000 MS/CM,893,,,,665,mg/L,8,mg/L,7.6,,,,,,,,,,,,,7.10 @ 25.1C BATCH 005,6.99,7.1,7 EQUALS 6.98 @ 35C,7,10 EQUALS 9.91 @ 35C,9.91,,,,,,,,
8/23/2016,2008044,,,,,PROF,0,9:25,,,,,,,,,,,,,,,POLE,,,,,,,,,,,,,3.1,,N,,,,,,,,,,NONE,N,,RIPPLES,,,,
8/23/2016,2008044,,,,,PROF,1,,,,,,,,,,,,,,757,0,,,,,,,,,Y,,,,,,,,8.6,8.8,,,,,,,,,,,,Y,,,25.4
8/23/2016,2008044,,,,,PROF,2,,,,,,,,,,,,,,757,0.5,,,,,,,,,Y,,,,,,,,8,8.8,,,,,,,,,,,,Y,,,24.6
8/23/2016,2008044,,,,,PROF,3,,,,,,,,,,,,,,759,1,,,,,,,,,Y,,,,,,,,7.5,8.7,,,,,,,,,,,,Y,,,24.4
8/23/2016,2008044,,,,,PROF,4,,,,,,,,,,,,,,760,1.5,,,,,,,,,Y,,,,,,,,7.2,8.7,,,,,,,,,,,,Y,,,24.2
8/23/2016,2008044,,,,,PROF,5,,,,,,,,,,,,,,761,2,,,,,,,,,Y,,,,,,,,6.7,8.7,,,,,,,,,,,,Y,,,24.1
8/23/2016,2008044,,,,,PROF,6,,,,,,,,,,,,,,766,2.5,,,,,,,,,Y,,,,,,,,5.1,8.6,,,,,,,,,,,,Y,,,23.5
8/23/2016,2008044,,,,,PROF,40,,,,,,,,,,,,,,757,0,,,,,,,,,Y,,,,,,,,8.9,8.8,,,,,,,,,,,,Y,,,25.3
8/23/2016,2008045,,,,,CALIB,0,,MARGE,YSI 6920 V2,JESSICA VOGT,,145.7,EPA QC BUFFER BATCH,80,79.4,DEQ STD 145.7,,DEQ STD 1407,1407,,,,661,PERCENT,87,PERCENT,87,,,,,,,,,,,,,EPA QC BUFFER BATCH 005,6.7,7.1,DEQ STD 7.0,7,DEQ STD 10.0,10.02,,,,,,27.6,27.6,
8/23/2016,2008045,,,,,PROF,0,14:53,,,,,,,,,,,,,,,SONAR,,,,,,,,,,,,,11.6,,N,,,,,,,,,,NONE,N,,RIPPLES,,,,
8/23/2016,2008045,,,,,PROF,1,,,,,,,,,,,,,,106,0,,,,,,,,,Y,,,,,,,,8.8,9.3,,,,,,,,,,,,Y,,,24.1
8/23/2016,2008045,,,,,PROF,2,,,,,,,,,,,,,,106,1,,,,,,,,,Y,,,,,,,,8.8,9.3,,,,,,,,,,,,Y,,,24.1
8/23/2016,2008045,,,,,PROF,3,,,,,,,,,,,,,,106,2,,,,,,,,,Y,,,,,,,,8.9,9.3,,,,,,,,,,,,Y,,,24.1
8/23/2016,2008045,,,,,PROF,4,,,,,,,,,,,,,,106,3,,,,,,,,,Y,,,,,,,,8.9,9.3,,,,,,,,,,,,Y,,,24.1
8/23/2016,2008045,,,,,PROF,5,,,,,,,,,,,,,,106,4,,,,,,,,,Y,,,,,,T,,8,9.2,,,,,,,,,,,,Y,,,23.4
8/23/2016,2008045,,,,,PROF,6,,,,,,,,,,,,,,104,5,,,,,,,,,Y,,,,,,,,4.6,8.2,,,,,,,,,,,,Y,,,21.6
8/23/2016,2008045,,,,,PROF,7,,,,,,,,,,,,,,104,6,,,,,,,,,Y,,,,,,B,,3.6,7.7,,,,,,,,,,,,Y,,,21.2
8/23/2016,2008045,,,,,PROF,8,,,,,,,,,,,,,,104,7,,,,,,,,,Y,,,,,,,,2.9,7.5,,,,,,,,,,,,Y,,,20.9
8/23/2016,2008045,,,,,PROF,9,,,,,,,,,,,,,,103,8,,,,,,,,,Y,,,,,,,,1.7,7.2,,,,,,,,,,,,Y,,,20.4
8/23/2016,2008045,,,,,PROF,10,,,,,,,,,,,,,,104,9,,,,,,,,,Y,,,,,,,,0.7,7.1,,,,,,,,,,,,Y,,,20
8/23/2016,2008045,,,,,PROF,11,,,,,,,,,,,,,,103,10,,,,,,,,,Y,,,,,,,,0.2,7,,,,,,,,,,,,Y,,,19.1
8/23/2016,2008045,,,,,PROF,12,,,,,,,,,,,,,,101,11,,,,,,,,,Y,,,,,,,,0.2,6.9,,,,,,,,,,,,Y,,,17.9
8/23/2016,2008045,,,,,PROF,13,,,,,,,,,,,,,,103,11.5,,,,,,,,,Y,,,,,,,,0.1,6.9,,,,,,,,,,,,Y,,,17.2
8/23/2016,2008045,,,,,PROF,40,,,,,,,,,,,,,,106,0,,,,,,,,,Y,,,,,,,,9.1,9.4,,,,,,,,,,,,Y,,,24
8/23/2016,2008046,,,,,CALIB,0,,# 414,YSI 6600,BILLY JAKL,,7000,,7012,7000,,,,,,,,764,PERCENT,100,PERCENT,99.2,,,,,,,,,,,,,,7.01,7,,7,,10,,,,,,23.5,23,
8/23/2016,2008046,,,,,PROF,0,18:19,,,,,,,,,,,,,,,SONAR,,,,,,,,,,,,,6.5,,Y,,,,,,,,,,NONE,Y,,RIPPLES,,,,
8/23/2016,2008046,,,,,PROF,1,,,,,,,,,,,,,,1421,0,,,,,,,,,Y,,,,,,,,5.7,7.7,,,,,,,,,,,,,,,26.4
8/23/2016,2008046,,,,,PROF,2,,,,,,,,,,,,,,7421,1,,,,,,,,,Y,,,,,,,,5.3,7.7,,,,,,,,,,,,,,,26.4
8/23/2016,2008046,,,,,PROF,3,,,,,,,,,,,,,,1221,2,,,,,,,,,Y,,,,,,,,4.9,7.7,,,,,,,,,,,,,,,26.3
8/23/2016,2008046,,,,,PROF,4,,,,,,,,,,,,,,1221,3,,,,,,,,,Y,,,,,,,,3.5,7.5,,,,,,,,,,,,,,,25.9
8/23/2016,2008046,,,,,PROF,5,,,,,,,,,,,,,,1221,4,,,,,,,,,Y,,,,,,,,2.9,7.5,,,,,,,,,,,,,,,25.8
8/23/2016,2008046,,,,,PROF,6,,,,,,,,,,,,,,1420,5,,,,,,,,,Y,,,,,,T,,2.9,7.4,,,,,,,,,,,,,,,23.5
8/23/2016,2008046,,,,,PROF,7,,,,,,,,,,,,,,1420,6,,,,,,,,,Y,,,,,,B,,2.9,6.9,,,,,,,,,,,,,,,22.9
8/23/2016,2008046,,,,,PROF,40,,,,,,,,,,,,,,1421,0,,,,,,,,,Y,,,,,,,,5.4,7.7,,,,,,,,,,,,,,,26.4
8/23/2016,2008047,,,,,CALIB,0,,07F100300,YSI 556 MPS,BLAKE EASBY,,,,,,,,,,,,,630,PERCENT,100,PERCENT,83,,,,,,,,,,,,,,,,,,,,,,,,,22.3,,
8/23/2016,2008047,,,,,PROF,0,11:30,,,,,,,,,,,,,,,POLE,,,,,,,,,,,,,2.8,,N,,,,,,,,,,NONE,N,,CHOPPY,,,,
8/23/2016,2008047,,,,,PROF,1,,,,,,,,,,,,,,252,0,,,,,,,,,Y,,,,,,,,7.2,8.5,,,,,,,,,,,,Y,,,22.4
8/23/2016,2008047,,,,,PROF,2,,,,,,,,,,,,,,252,0.5,,,,,,,,,Y,,,,,,,,7.2,8.5,,,,,,,,,,,,Y,,,22.3
8/23/2016,2008047,,,,,PROF,3,,,,,,,,,,,,,,252,1,,,,,,,,,Y,,,,,,,,7.1,8.4,,,,,,,,,,,,Y,,,22.3
8/23/2016,2008047,,,,,PROF,4,,,,,,,,,,,,,,251,1.5,,,,,,,,,Y,,,,,,,,7.1,7.7,,,,,,,,,,,,Y,,,22.3
8/23/2016,2008047,,,,,PROF,5,,,,,,,,,,,,,,251,2,,,,,,,,,Y,,,,,,,,6.9,7.4,,,,,,,,,,,,Y,,,22.2
8/23/2016,2008047,,,,,PROF,6,,,,,,,,,,,,,,252,2.3,,,,,,,,,Y,,,,,,T,,5.3,6.6,,,,,,,,,,,,Y,,,20.9
8/23/2016,2008047,,,,,PROF,40,,,,,,,,,,,,,,251,0,,,,,,,,,Y,,,,,,,,7.1,8.4,,,,,,,,,,,,Y,,,22.4
8/23/2016,2008048,,,,,CALIB,0,,SN 070400045197,HYDROLAB MINISONDE 5,JESSE ANDERSON,,0,,76.4,78.4,0,,454,454,,,,730,PERCENT,100,PERCENT,100,,,,,,,,,,,,,BATCH 004,6.2,7,4,4,7,7,,,,,,24.4,24.3,
8/23/2016,2008048,,,,,PROF,0,10:30,,,,,,,,,,,,,,,SONAR,,,,,,,,,,,,,28,,N,,,,,,,,,,NONE,N,,RIPPLES,,,,
8/23/2016,2008048,,,,,PROF,1,,,,,,,,,,,,,,51.5,0,,,,,,,,,Y,,,,,,,,8.2,7.3,,,,,,,,,,,,Y,,,25
8/23/2016,2008048,,,,,PROF,2,,,,,,,,,,,,,,51.1,1,,,,,,,,,Y,,,,,,,,8.2,7.3,,,,,,,,,,,,Y,,,24.9
8/23/2016,2008048,,,,,PROF,3,,,,,,,,,,,,,,51,2,,,,,,,,,Y,,,,,,,,8.2,7.2,,,,,,,,,,,,Y,,,24.8
8/23/2016,2008048,,,,,PROF,4,,,,,,,,,,,,,,50,3,,,,,,,,,Y,,,,,,T,,7,6.8,,,,,,,,,,,,Y,,,20.6
8/23/2016,2008048,,,,,PROF,5,,,,,,,,,,,,,,51.6,4,,,,,,,,,Y,,,,,,,,3.1,6.2,,,,,,,,,,,,Y,,,18.9
8/23/2016,2008048,,,,,PROF,6,,,,,,,,,,,,,,49.8,5,,,,,,,,,Y,,,,,,B,,0.7,6,,,,,,,,,,,,Y,,,17.8
8/23/2016,2008048,,,,,PROF,7,,,,,,,,,,,,,,63.4,6,,,,,,,,,Y,,,,,,,,0.2,6.1,,,,,,,,,,,,Y,,,16.3
8/23/2016,2008048,,,,,PROF,8,,,,,,,,,,,,,,75.2,7,,,,,,,,,Y,,,,,,,,0.2,6.3,,,,,,,,,,,,Y,,,13.4
8/23/2016,2008048,,,,,PROF,9,,,,,,,,,,,,,,87.7,8,,,,,,,,,Y,,,,,,,,0.2,6.4,,,,,,,,,,,,Y,,,12
8/23/2016,2008048,,,,,PROF,40,,,,,,,,,,,,,,51.3,0,,,,,,,,,Y,,,,,,,,8.1,7.3,,,,,,,,,,,,Y,,,24.9
